node,node_type,activators,inhibitors,formula
Flowering_Time,,"FRI_COMPLEX,H3K36ME3,small changes in amb,miR172,GMIDD,genetic variation,SA,TCMP,ART1,diurnal light intens,FT,Mild increase in tem,genetic background v,SPL,BAS1,MED5AB,ATHDA6,SVP,genome size,ATTCP8,overexpression of Mt,deletion of gene(s) ,AT-SC35,EMF1,Ambient temperature,CSCOL8,UV,quality of light,high plant(s) densit,AASOC1B,ATCOL2,COLDAIR,ATCOL5,Overexpression of Mt,DNA,Increase in ambient ,FPA,ATNUP160,globally present all,ASI3,AS1,FLC,GSWRKY20,CSCOL6,MED8,TSF,CO,CDF2,LIGHT,Elevated temperature,Seasonal changes,ATMBD8,FER,SDG40,Telomere length,PHYC,FUS3,HOS1,PHOTOPERIOD,loss of function,PHYB,BoFRIa alleles,PHEMADS15,plant(s) size,ZMPHYC1,IBVPE1,Overexpression of Ac,SNPFLC,AOP2,ABA,Overexpression of Mi,high planting densit,ARF1-BP,PROSCOOP10,FRK3,MBD9,MPWU,heterologous express,ATCOL1,JUMONJI,QTL,Ectopic expression o,AGF2,FUL,transgenic expressio,epigenetic marks,CRY2,Water deficit stress,CO2,HD2D,PLDALPHA3,AP1,SSF,GASA6,HMGA,AtSCL protein(s),ZMPHYC2,gene(s) mutation,ATHST,selection of circadi,SPACEFLIGHT,Over-expression of C,SOC1,MAF2,BFT,warm temperatures,AEL1,PRP39,FRS12,Burkholderia phytofi,~150 gene(s),MS2,CK2,ATMSI1,ATDDM1,FLAG,ATU2AF65,CPL3,Illumination of root,DDB1A,absence of m1G and m,Long days,Spaceflight factors,Over-expression of A,AASOC1A,ETHYLENE,MED18,SVP1,ARP6,ATKO1,ATHM3,EgrMADS 3,Overexpression of se,MED,ATNPR1,AGL24,ATGRP7,Overexpression of Bn,ELF3,warmer conditions,PHFT5,PROLINE,CRL3BPM,ALKBH10B,ATDOG1,Seeds from the same ,ATX2,ATDOK1,Ge-0 allele,RIBOFLAVIN,CSCOL4,SUGAR,ATCML24,BrMYC2/3-1/4-1OE,soil microbes,ATCSP2,TGA7,matching the period ,FLY,ATC3H52,ectopic expression o,fasciclin-like arabi,APRR7,ATSOS3,MOS3,SEP4,ATCRY1,PPF1,GA,NUP54,cytosine methylation,circadian clock gene,ARQ1,NITRATE,LATITUDE,RLN5,35SΩ:CuVOZ2,ATLHP1,Genetic variation in,indel of three nucle,RfBP protein(s),BRS,interaction between ,TAF15B,OSPIL1,Ectopic overexpressi,Helitron transposon,High salinity condit,low nitrate availabi,TCP2,EPISTASIS,high salt stress,RFBP,EgrMADS 4,COOLAIR,Core feedback loop,ATXN2,CLF,ATSWEET10,Group-2 plant(s),27 candidate gene(s),ATNPF6.3,ATSAP18,Over 100 gene(s),ultraviolet-B,ATU2AF35,ambient growth tempe,H2AS95PH,FRS7,SRR1,Day length,ATNUP62,AASOC1C,AT2353,enhanced plant(s) gr,Circadian clock,35S::EsSVP,AT2301,ATSUMO1,OSCOP1,CMV,GMELF3B,Temperature increase,fall germination tim,DCP5,Overexpression of Jc,BBX31,HDF1,gene(s) involved in ,PPRD2,CPC,CHI2,+/+ genotype,ADO2,ATBZIP27,nitrate status,AMIPECT1,GMF,VVAGL12,DROUGHT,PHYTOCHROMES,overexpression of Vv,TOC1,Microgravity environ,vernalization,Ler allele,Changes in the durat,GAS,temperature rise,ATC3H36,ATJAZ1,PHYA,ATEMF2,ATSR45,ATTIR1,N,Gene(s),AGL79,chromatin modificati,gene(s) expression v,floral pathway integ,FCA,Defects in sumoylati,TPL,Fusarium oxysporum,ATHDA5,CRY1G380R,Water Stress,CONSTRUCTS,Natural variation,Autonomous pathway,LFY,ATSTY1,Triple mutation,Differences in gene(,Environmental cues,nitrate supply chang,TSL,SUC2,FLORE,Temperature variatio,various pathways,PHFT4,TOE,night temperatures,N availability,PPPRR2,SUCROSE,multiple gene(s),BBX30,AHFUL,ATGH3.12,NMD,TRY,HR02,PFT1,ATKH27,PBSOC1G,COR28,low ascorbic acid co,PHO2,proline metabolic ge,GMUBC9,ATMYB25,Higher temperature,PECT1,PBSOC1D,ALX8,Edi-0 allele in chro,BBR2A,glucosinolate gene(s,Photoperiod conditio,Long-day conditions,seed dormancy,RfBP+,VCS,AGD7,DISRUPTION,five quantitative tr,GASA4,soil microbiomes,CGA1,ET,HAP,ATWRKY45,overexpression of Mi,ASML1,ATUBP26,ANAC034,OSJAZS,enriched microbiomes,complex components,Primary seed dormanc,RAP2,BL,inhibition of cotran,Non-inductive photop,gain-of-function phe,ORTH2,ASCORBATE,HO3,Mediator subunit 18,PFN1,ATU2AF65A,AHL23,MED2,NF,STRESS,LUXR146A,vernalization of A. ,circadian regulation,A. thaliana mutation,MUTATIONS,DET2,movement of chimeric,GMELF3A,loss of exon2 in CmF,MPF2,TaNAK1.1,low temperatures,GHFT1,PPCOP1A,CGL,seed size,DA,allelic variation,overexpression of Pf,Water availability,large-effect mutatio,Verticillium longisp,TF,BZR1,ATMSH1,N414D,strong QTLs,shortened circadian ,Cytokinin,gene(s) expression d,JMJ15,ATHSPR,complex and elaborat,allelic perturbation,Seed chilling,H2O2,FLD,MNM1,PCFS4,PheDof12-1,ENVIRONMENT,carbon nanoparticles,DDM2,N-signaling,nutrient/metal uptak,CCT,ATWNK8,ATGA3OX1,Overexpression of Cp,MADS,BRR2,MPF,TaNAK1.2,overexpression of Pe,ORTH1,H3K27ME3,New mutations,photoperiod pathway,amount of pathogen p,ARF3,future seasonal warm,genomic regions,GATA21,vernalization pathwa,Exogenous Overexpres,FAR2,agl15 agl18 mutant,ATBT1,CK1,CAP,FAS5,AIK1,ASAP,ATHSVP,PDF2,carbon enrichment,ASU1,constant temperature,TOUCH,Light detection,ATU2AF65B,Control of progeny b,ATLEA5,Natural variation in,ABI3,GMGATA58,spindle assembly che,genetically integrat,S. indica,SULPHUR,REM13,GBSS,PRC2,PHOSPHOROUS,SAM,ZCN8,BNAFT,NAI,ATWOX13,gene(s) network,Pochonia chlamydospo,ATERF12,KI,tissue-specific mise,ATDWF4,ATEML2,high light,ACMFT,PRRS,ATEML1,BJUFT,m6A methylation,TET1,MSI5,Autonomous floral pr,JMJ18,HLP1,SBP,FLORIGEN,IQD,ALKBH9B,VVGHF17,REM17,LowN treatment,SQUAMOSA,DELLA,BES1,AGAMOUS,CAL,ATWOX14,PIF7,FR,manipulating the pho,H2B,high temperatures,Lengthening of the p,PIF4,CARBON,HRLP,SD,EJRAV2,release of osmolytes,MaASR overexpression,SSRP1,induced polyploidy,Six regulatory pathw,Overexpression of Ca,ectopic expression/l,GRTCP11,HRIP1,ATGRF2,DUF581,ATHB-12,HERITABILITY,O,GENOTYPE,ATCLV3,SPY,U11/U12-65K,age of plant(s),U11/U12-31K,CMVRA,15 of 91 gene(s),ATLPP2,AML,BCYAB3,HvCCA1-ox,GhTIP1;1-like,intracellular hydrog,ATGRF1,Genetic effects,BVFLK,Overexpression of Dn,CaPLA1 overexpressor,BRMYC2OE,jazQ mycT plant(s),FO,INFECTION,MDFLC3,ATGRXS17,ATCLE6,AHGPAT9,gamma-rays,Overexpression of Br,G3BP6,XI,EuPIP1;1,ATFAP3,AtCuAOdelta mutation,favorable nutritiona,inflorescence intern,non-permissive condi,ATHB-7,EJRAV1,TRIACONTANOL,Bacterial transcript,high light irradiati,GA₃,PevD1 overexpression,Overexpression of Gh,long photoperiods an,MdATG8i expression,Delay of germination,AARE,proline reduction,BraMDH overexpressio,transition to reprod,F,MLP124478,higher expression le,NIA1,U11,overexpression of Gh,ATZAT12,ACFT,AGL67,Developmental arrest,upstream photoperiod,PBF,7 of 91 gene(s),ADC2,water level","Top SNPs,ZmSnRK2.10,atipk2β,non-functional gene(,NRPC7,FLM,GFP,ATUVR8,PVCO1,ADO1,miR156,atocd mutants,CG,functional ScFT5 gen,BnABI3 overexpressio,ATMYB56,BIC1,JMJ30,heterologous overexp,large effect alleles,CAA33,overexpressed BrBFT,TFL1,vernalized plant(s),TOE2,TOE1,CPD45,SMZ,SEP,ATLEC1,high temperature,DNSIZ1,AGL16,Accumulation of Put,COI1,AP2,IAA,EDI,ATHB-16,PavGA2ox-2L,AFPS,PHFT1,PcG protein(s),TEM1,low temperature,overexpression of Lc,HOO,BBX7,CIN4,AGL6,det1 ddb2 mutants,SVP4,FTF,CDF3,ATTEM,repeat expansion,BBX19,overexpressed AhGPAT,AMP1,PRR,CHR35,ICCV,AP2S,ATDET1,ATP5CS,LNK4,candidate gene(s),SEC,Overexpression of Pw,GI,Increasing environme,JCTFL1A,nonfunctional and we,ATC,pSUC2::amiPECT1,FD,JMJ14,ARR1,ATCOP1,Ethylene Signaling,SEP3,EBS,high nitrate availab,Overexpression of GF,FLH,FAR1,CDF5,LNK3,AGL70,PHFT2,overexpressed CsWRKY,ATCSP3,Spcdc25 expression,RNA,TEMPRANILLO1,cryopreservation of ,PWNAC11,PGTFL1,Replacement of nitra,CPSIZ1,ATRAV1,Overexpression of Bj,VARIANT,COP3,GmGBP1-ox plant(s),overexpression of Lh,OSMADS55,FRS8,HUB1,PGCENA,ATSWC6,ATDEK1,RSB2,MET3G5,CCA1,ZF108,NF_Y,ULT,FRS6,Fei-0 alleles,FLAIL,EFO2,BrMYC3-2/4-2OE,intergenerational te,GMGBP1,FWA,phytochrom B,dek2-3,Dysfunction of nitra,CYP40,ATMYB106,overexpressing BrTSF,HOS15,lower temperature du,PHFT3,SPL10,MAFS,loss of function mut,YB3,NGATHA1,ATREM1,OE-ABI4,MAF5_NAT,JRAHL2,ABI5,cid3cid4 double muta,BRC1,GLUCOSE,EAT3,REM46,ABI4,RBL,HDA2,ABF1,ATVDAC1,BR,high salinity,ABF4,ATCPL2,PTHB13,Brassinosteroids,ABF3,Nitric oxides,HUB2,SNLS,AGL68,BRANCHED1,LHY,ACG1,Transcriptional repr,YA8,Overexpression of Pl,MtNGA1 overexpressio,ADT4,2xuief,Linnemannia elongata,Spd synthesis inhibi,WILDTYPE,WS","Flowering_Time = prod(f(FRI_COMPLEX, H3K36ME3, small changes in amb, miR172, GMIDD, genetic variation, SA, TCMP, ART1, diurnal light intens, FT, Mild increase in tem, genetic background v, SPL, BAS1, MED5AB, ATHDA6, SVP, genome size, ATTCP8, overexpression of Mt, deletion of gene(s) , AT-SC35, EMF1, Ambient temperature, CSCOL8, UV, quality of light, high plant(s) densit, AASOC1B, ATCOL2, COLDAIR, ATCOL5, Overexpression of Mt, DNA, Increase in ambient , FPA, ATNUP160, globally present all, ASI3, AS1, FLC, GSWRKY20, CSCOL6, MED8, TSF, CO, CDF2, LIGHT, Elevated temperature, Seasonal changes, ATMBD8, FER, SDG40, Telomere length, PHYC, FUS3, HOS1, PHOTOPERIOD, loss of function, PHYB, BoFRIa alleles, PHEMADS15, plant(s) size, ZMPHYC1, IBVPE1, Overexpression of Ac, SNPFLC, AOP2, ABA, Overexpression of Mi, high planting densit, ARF1-BP, PROSCOOP10, FRK3, MBD9, MPWU, heterologous express, ATCOL1, JUMONJI, QTL, Ectopic expression o, AGF2, FUL, transgenic expressio, epigenetic marks, CRY2, Water deficit stress, CO2, HD2D, PLDALPHA3, AP1, SSF, GASA6, HMGA, AtSCL protein(s), ZMPHYC2, gene(s) mutation, ATHST, selection of circadi, SPACEFLIGHT, Over-expression of C, SOC1, MAF2, BFT, warm temperatures, AEL1, PRP39, FRS12, Burkholderia phytofi, ~150 gene(s), MS2, CK2, ATMSI1, ATDDM1, FLAG, ATU2AF65, CPL3, Illumination of root, DDB1A, absence of m1G and m, Long days, Spaceflight factors, Over-expression of A, AASOC1A, ETHYLENE, MED18, SVP1, ARP6, ATKO1, ATHM3, EgrMADS 3, Overexpression of se, MED, ATNPR1, AGL24, ATGRP7, Overexpression of Bn, ELF3, warmer conditions, PHFT5, PROLINE, CRL3BPM, ALKBH10B, ATDOG1, Seeds from the same , ATX2, ATDOK1, Ge-0 allele, RIBOFLAVIN, CSCOL4, SUGAR, ATCML24, BrMYC2/3-1/4-1OE, soil microbes, ATCSP2, TGA7, matching the period , FLY, ATC3H52, ectopic expression o, fasciclin-like arabi, APRR7, ATSOS3, MOS3, SEP4, ATCRY1, PPF1, GA, NUP54, cytosine methylation, circadian clock gene, ARQ1, NITRATE, LATITUDE, RLN5, 35SΩ:CuVOZ2, ATLHP1, Genetic variation in, indel of three nucle, RfBP protein(s), BRS, interaction between , TAF15B, OSPIL1, Ectopic overexpressi, Helitron transposon, High salinity condit, low nitrate availabi, TCP2, EPISTASIS, high salt stress, RFBP, EgrMADS 4, COOLAIR, Core feedback loop, ATXN2, CLF, ATSWEET10, Group-2 plant(s), 27 candidate gene(s), ATNPF6.3, ATSAP18, Over 100 gene(s), ultraviolet-B, ATU2AF35, ambient growth tempe, H2AS95PH, FRS7, SRR1, Day length, ATNUP62, AASOC1C, AT2353, enhanced plant(s) gr, Circadian clock, 35S::EsSVP, AT2301, ATSUMO1, OSCOP1, CMV, GMELF3B, Temperature increase, fall germination tim, DCP5, Overexpression of Jc, BBX31, HDF1, gene(s) involved in , PPRD2, CPC, CHI2, +/+ genotype, ADO2, ATBZIP27, nitrate status, AMIPECT1, GMF, VVAGL12, DROUGHT, PHYTOCHROMES, overexpression of Vv, TOC1, Microgravity environ, vernalization, Ler allele, Changes in the durat, GAS, temperature rise, ATC3H36, ATJAZ1, PHYA, ATEMF2, ATSR45, ATTIR1, N, Gene(s), AGL79, chromatin modificati, gene(s) expression v, floral pathway integ, FCA, Defects in sumoylati, TPL, Fusarium oxysporum, ATHDA5, CRY1G380R, Water Stress, CONSTRUCTS, Natural variation, Autonomous pathway, LFY, ATSTY1, Triple mutation, Differences in gene(, Environmental cues, nitrate supply chang, TSL, SUC2, FLORE, Temperature variatio, various pathways, PHFT4, TOE, night temperatures, N availability, PPPRR2, SUCROSE, multiple gene(s), BBX30, AHFUL, ATGH3.12, NMD, TRY, HR02, PFT1, ATKH27, PBSOC1G, COR28, low ascorbic acid co, PHO2, proline metabolic ge, GMUBC9, ATMYB25, Higher temperature, PECT1, PBSOC1D, ALX8, Edi-0 allele in chro, BBR2A, glucosinolate gene(s, Photoperiod conditio, Long-day conditions, seed dormancy, RfBP+, VCS, AGD7, DISRUPTION, five quantitative tr, GASA4, soil microbiomes, CGA1, ET, HAP, ATWRKY45, overexpression of Mi, ASML1, ATUBP26, ANAC034, OSJAZS, enriched microbiomes, complex components, Primary seed dormanc, RAP2, BL, inhibition of cotran, Non-inductive photop, gain-of-function phe, ORTH2, ASCORBATE, HO3, Mediator subunit 18, PFN1, ATU2AF65A, AHL23, MED2, NF, STRESS, LUXR146A, vernalization of A. , circadian regulation, A. thaliana mutation, MUTATIONS, DET2, movement of chimeric, GMELF3A, loss of exon2 in CmF, MPF2, TaNAK1.1, low temperatures, GHFT1, PPCOP1A, CGL, seed size, DA, allelic variation, overexpression of Pf, Water availability, large-effect mutatio, Verticillium longisp, TF, BZR1, ATMSH1, N414D, strong QTLs, shortened circadian , Cytokinin, gene(s) expression d, JMJ15, ATHSPR, complex and elaborat, allelic perturbation, Seed chilling, H2O2, FLD, MNM1, PCFS4, PheDof12-1, ENVIRONMENT, carbon nanoparticles, DDM2, N-signaling, nutrient/metal uptak, CCT, ATWNK8, ATGA3OX1, Overexpression of Cp, MADS, BRR2, MPF, TaNAK1.2, overexpression of Pe, ORTH1, H3K27ME3, New mutations, photoperiod pathway, amount of pathogen p, ARF3, future seasonal warm, genomic regions, GATA21, vernalization pathwa, Exogenous Overexpres, FAR2, agl15 agl18 mutant, ATBT1, CK1, CAP, FAS5, AIK1, ASAP, ATHSVP, PDF2, carbon enrichment, ASU1, constant temperature, TOUCH, Light detection, ATU2AF65B, Control of progeny b, ATLEA5, Natural variation in, ABI3, GMGATA58, spindle assembly che, genetically integrat, S. indica, SULPHUR, REM13, GBSS, PRC2, PHOSPHOROUS, SAM, ZCN8, BNAFT, NAI, ATWOX13, gene(s) network, Pochonia chlamydospo, ATERF12, KI, tissue-specific mise, ATDWF4, ATEML2, high light, ACMFT, PRRS, ATEML1, BJUFT, m6A methylation, TET1, MSI5, Autonomous floral pr, JMJ18, HLP1, SBP, FLORIGEN, IQD, ALKBH9B, VVGHF17, REM17, LowN treatment, SQUAMOSA, DELLA, BES1, AGAMOUS, CAL, ATWOX14, PIF7, FR, manipulating the pho, H2B, high temperatures, Lengthening of the p, PIF4, CARBON, HRLP, SD, EJRAV2, release of osmolytes, MaASR overexpression, SSRP1, induced polyploidy, Six regulatory pathw, Overexpression of Ca, ectopic expression/l, GRTCP11, HRIP1, ATGRF2, DUF581, ATHB-12, HERITABILITY, O, GENOTYPE, ATCLV3, SPY, U11/U12-65K, age of plant(s), U11/U12-31K, CMVRA, 15 of 91 gene(s), ATLPP2, AML, BCYAB3, HvCCA1-ox, GhTIP1;1-like, intracellular hydrog, ATGRF1, Genetic effects, BVFLK, Overexpression of Dn, CaPLA1 overexpressor, BRMYC2OE, jazQ mycT plant(s), FO, INFECTION, MDFLC3, ATGRXS17, ATCLE6, AHGPAT9, gamma-rays, Overexpression of Br, G3BP6, XI, EuPIP1;1, ATFAP3, AtCuAOdelta mutation, favorable nutritiona, inflorescence intern, non-permissive condi, ATHB-7, EJRAV1, TRIACONTANOL, Bacterial transcript, high light irradiati, GA₃, PevD1 overexpression, Overexpression of Gh, long photoperiods an, MdATG8i expression, Delay of germination, AARE, proline reduction, BraMDH overexpressio, transition to reprod, F, MLP124478, higher expression le, NIA1, U11, overexpression of Gh, ATZAT12, ACFT, AGL67, Developmental arrest, upstream photoperiod, PBF, 7 of 91 gene(s), ADC2, water level)) * prod(g(Top SNPs, ZmSnRK2.10, atipk2β, non-functional gene(, NRPC7, FLM, GFP, ATUVR8, PVCO1, ADO1, miR156, atocd mutants, CG, functional ScFT5 gen, BnABI3 overexpressio, ATMYB56, BIC1, JMJ30, heterologous overexp, large effect alleles, CAA33, overexpressed BrBFT, TFL1, vernalized plant(s), TOE2, TOE1, CPD45, SMZ, SEP, ATLEC1, high temperature, DNSIZ1, AGL16, Accumulation of Put, COI1, AP2, IAA, EDI, ATHB-16, PavGA2ox-2L, AFPS, PHFT1, PcG protein(s), TEM1, low temperature, overexpression of Lc, HOO, BBX7, CIN4, AGL6, det1 ddb2 mutants, SVP4, FTF, CDF3, ATTEM, repeat expansion, BBX19, overexpressed AhGPAT, AMP1, PRR, CHR35, ICCV, AP2S, ATDET1, ATP5CS, LNK4, candidate gene(s), SEC, Overexpression of Pw, GI, Increasing environme, JCTFL1A, nonfunctional and we, ATC, pSUC2::amiPECT1, FD, JMJ14, ARR1, ATCOP1, Ethylene Signaling, SEP3, EBS, high nitrate availab, Overexpression of GF, FLH, FAR1, CDF5, LNK3, AGL70, PHFT2, overexpressed CsWRKY, ATCSP3, Spcdc25 expression, RNA, TEMPRANILLO1, cryopreservation of , PWNAC11, PGTFL1, Replacement of nitra, CPSIZ1, ATRAV1, Overexpression of Bj, VARIANT, COP3, GmGBP1-ox plant(s), overexpression of Lh, OSMADS55, FRS8, HUB1, PGCENA, ATSWC6, ATDEK1, RSB2, MET3G5, CCA1, ZF108, NF_Y, ULT, FRS6, Fei-0 alleles, FLAIL, EFO2, BrMYC3-2/4-2OE, intergenerational te, GMGBP1, FWA, phytochrom B, dek2-3, Dysfunction of nitra, CYP40, ATMYB106, overexpressing BrTSF, HOS15, lower temperature du, PHFT3, SPL10, MAFS, loss of function mut, YB3, NGATHA1, ATREM1, OE-ABI4, MAF5_NAT, JRAHL2, ABI5, cid3cid4 double muta, BRC1, GLUCOSE, EAT3, REM46, ABI4, RBL, HDA2, ABF1, ATVDAC1, BR, high salinity, ABF4, ATCPL2, PTHB13, Brassinosteroids, ABF3, Nitric oxides, HUB2, SNLS, AGL68, BRANCHED1, LHY, ACG1, Transcriptional repr, YA8, Overexpression of Pl, MtNGA1 overexpressio, ADT4, 2xuief, Linnemannia elongata, Spd synthesis inhibi, WILDTYPE, WS)) * gene_modifier + exogenous"
H3K36ME3,,,,H3K36ME3 = 1.0 * 1.0 * gene_modifier + exogenous
small changes in amb,,,,small changes in amb = 1.0 * 1.0 * gene_modifier + exogenous
Top SNPs,,,,Top SNPs = 1.0 * 1.0 * gene_modifier + exogenous
miR172,,,,miR172 = 1.0 * 1.0 * gene_modifier + exogenous
GMIDD,,,,GMIDD = 1.0 * 1.0 * gene_modifier + exogenous
ZmSnRK2.10,,,,ZmSnRK2.10 = 1.0 * 1.0 * gene_modifier + exogenous
genetic variation,,,,genetic variation = 1.0 * 1.0 * gene_modifier + exogenous
SA,,,,SA = 1.0 * 1.0 * gene_modifier + exogenous
TCMP,,,,TCMP = 1.0 * 1.0 * gene_modifier + exogenous
ART1,,,,ART1 = 1.0 * 1.0 * gene_modifier + exogenous
diurnal light intens,,,,diurnal light intens = 1.0 * 1.0 * gene_modifier + exogenous
FT,,,,FT = 1.0 * 1.0 * gene_modifier + exogenous
atipk2β,,,,atipk2β = 1.0 * 1.0 * gene_modifier + exogenous
non-functional gene(,,,,non-functional gene( = 1.0 * 1.0 * gene_modifier + exogenous
Mild increase in tem,,,,Mild increase in tem = 1.0 * 1.0 * gene_modifier + exogenous
genetic background v,,,,genetic background v = 1.0 * 1.0 * gene_modifier + exogenous
SPL,,,,SPL = 1.0 * 1.0 * gene_modifier + exogenous
BAS1,,,,BAS1 = 1.0 * 1.0 * gene_modifier + exogenous
MED5AB,,,,MED5AB = 1.0 * 1.0 * gene_modifier + exogenous
ATHDA6,,,,ATHDA6 = 1.0 * 1.0 * gene_modifier + exogenous
SVP,,,,SVP = 1.0 * 1.0 * gene_modifier + exogenous
genome size,,,,genome size = 1.0 * 1.0 * gene_modifier + exogenous
NRPC7,,,,NRPC7 = 1.0 * 1.0 * gene_modifier + exogenous
ATTCP8,,,,ATTCP8 = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Mt,,,,overexpression of Mt = 1.0 * 1.0 * gene_modifier + exogenous
deletion of gene(s) ,,,,deletion of gene(s)  = 1.0 * 1.0 * gene_modifier + exogenous
AT-SC35,,,,AT-SC35 = 1.0 * 1.0 * gene_modifier + exogenous
EMF1,,,,EMF1 = 1.0 * 1.0 * gene_modifier + exogenous
FLM,,,,FLM = 1.0 * 1.0 * gene_modifier + exogenous
Ambient temperature,,,,Ambient temperature = 1.0 * 1.0 * gene_modifier + exogenous
CSCOL8,,,,CSCOL8 = 1.0 * 1.0 * gene_modifier + exogenous
UV,,"COP1,DELLA,CPD45,HY5,ATUVR8,BBX21","STO,EFO2,BBX24,EFO1","UV = prod(f(COP1, DELLA, CPD45, HY5, ATUVR8, BBX21)) * prod(g(STO, EFO2, BBX24, EFO1)) * gene_modifier + exogenous"
quality of light,,,,quality of light = 1.0 * 1.0 * gene_modifier + exogenous
high plant(s) densit,,,,high plant(s) densit = 1.0 * 1.0 * gene_modifier + exogenous
AASOC1B,,,,AASOC1B = 1.0 * 1.0 * gene_modifier + exogenous
ATCOL2,,,,ATCOL2 = 1.0 * 1.0 * gene_modifier + exogenous
GFP,,,,GFP = 1.0 * 1.0 * gene_modifier + exogenous
COLDAIR,,,,COLDAIR = 1.0 * 1.0 * gene_modifier + exogenous
ATCOL5,,,,ATCOL5 = 1.0 * 1.0 * gene_modifier + exogenous
ATUVR8,,"RUP,REPRESSOR",,"ATUVR8 = prod(f(RUP, REPRESSOR)) * 1.0 * gene_modifier + exogenous"
Overexpression of Mt,,,,Overexpression of Mt = 1.0 * 1.0 * gene_modifier + exogenous
DNA,,,,DNA = 1.0 * 1.0 * gene_modifier + exogenous
PVCO1,,,,PVCO1 = 1.0 * 1.0 * gene_modifier + exogenous
Increase in ambient ,,,,Increase in ambient  = 1.0 * 1.0 * gene_modifier + exogenous
FPA,,,,FPA = 1.0 * 1.0 * gene_modifier + exogenous
ATNUP160,,,,ATNUP160 = 1.0 * 1.0 * gene_modifier + exogenous
globally present all,,,,globally present all = 1.0 * 1.0 * gene_modifier + exogenous
ASI3,,,,ASI3 = 1.0 * 1.0 * gene_modifier + exogenous
AS1,,,,AS1 = 1.0 * 1.0 * gene_modifier + exogenous
FLC,,,,FLC = 1.0 * 1.0 * gene_modifier + exogenous
GSWRKY20,,,,GSWRKY20 = 1.0 * 1.0 * gene_modifier + exogenous
CSCOL6,,,,CSCOL6 = 1.0 * 1.0 * gene_modifier + exogenous
MED8,,,,MED8 = 1.0 * 1.0 * gene_modifier + exogenous
TSF,,,,TSF = 1.0 * 1.0 * gene_modifier + exogenous
ADO1,,,,ADO1 = 1.0 * 1.0 * gene_modifier + exogenous
CO,,,COP1,CO = 1.0 * prod(g(COP1)) * gene_modifier + exogenous
CDF2,,,,CDF2 = 1.0 * 1.0 * gene_modifier + exogenous
atocd mutants,,,,atocd mutants = 1.0 * 1.0 * gene_modifier + exogenous
CG,,,,CG = 1.0 * 1.0 * gene_modifier + exogenous
LIGHT,,,,LIGHT = 1.0 * 1.0 * gene_modifier + exogenous
functional ScFT5 gen,,,,functional ScFT5 gen = 1.0 * 1.0 * gene_modifier + exogenous
BnABI3 overexpressio,,,,BnABI3 overexpressio = 1.0 * 1.0 * gene_modifier + exogenous
Elevated temperature,,,,Elevated temperature = 1.0 * 1.0 * gene_modifier + exogenous
Seasonal changes,,,,Seasonal changes = 1.0 * 1.0 * gene_modifier + exogenous
ATMBD8,,,,ATMBD8 = 1.0 * 1.0 * gene_modifier + exogenous
FER,,,,FER = 1.0 * 1.0 * gene_modifier + exogenous
SDG40,,,,SDG40 = 1.0 * 1.0 * gene_modifier + exogenous
Telomere length,,,,Telomere length = 1.0 * 1.0 * gene_modifier + exogenous
PHYC,,,,PHYC = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB56,,,,ATMYB56 = 1.0 * 1.0 * gene_modifier + exogenous
FUS3,,,,FUS3 = 1.0 * 1.0 * gene_modifier + exogenous
HOS1,,,,HOS1 = 1.0 * 1.0 * gene_modifier + exogenous
PHOTOPERIOD,,,,PHOTOPERIOD = 1.0 * 1.0 * gene_modifier + exogenous
loss of function,,,,loss of function = 1.0 * 1.0 * gene_modifier + exogenous
BoFRIa alleles,,,,BoFRIa alleles = 1.0 * 1.0 * gene_modifier + exogenous
PHEMADS15,,,,PHEMADS15 = 1.0 * 1.0 * gene_modifier + exogenous
plant(s) size,,,,plant(s) size = 1.0 * 1.0 * gene_modifier + exogenous
ZMPHYC1,,,,ZMPHYC1 = 1.0 * 1.0 * gene_modifier + exogenous
IBVPE1,,,,IBVPE1 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Ac,,,,Overexpression of Ac = 1.0 * 1.0 * gene_modifier + exogenous
SNPFLC,,,,SNPFLC = 1.0 * 1.0 * gene_modifier + exogenous
AOP2,,,,AOP2 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Mi,,,,Overexpression of Mi = 1.0 * 1.0 * gene_modifier + exogenous
high planting densit,,,,high planting densit = 1.0 * 1.0 * gene_modifier + exogenous
ARF1-BP,,,,ARF1-BP = 1.0 * 1.0 * gene_modifier + exogenous
BIC1,,,,BIC1 = 1.0 * 1.0 * gene_modifier + exogenous
PROSCOOP10,,,,PROSCOOP10 = 1.0 * 1.0 * gene_modifier + exogenous
FRK3,,,,FRK3 = 1.0 * 1.0 * gene_modifier + exogenous
MPWU,,,,MPWU = 1.0 * 1.0 * gene_modifier + exogenous
JMJ30,,,,JMJ30 = 1.0 * 1.0 * gene_modifier + exogenous
heterologous express,,,,heterologous express = 1.0 * 1.0 * gene_modifier + exogenous
ATCOL1,,,,ATCOL1 = 1.0 * 1.0 * gene_modifier + exogenous
JUMONJI,,,,JUMONJI = 1.0 * 1.0 * gene_modifier + exogenous
heterologous overexp,,,,heterologous overexp = 1.0 * 1.0 * gene_modifier + exogenous
