node,node_type,activators,inhibitors,formula
CIB4,,,,CIB4 = gene_modifier + exogenous_supply
EID1,,,,EID1 = gene_modifier + exogenous_supply
BEH3,,,,BEH3 = gene_modifier + exogenous_supply
TAA1,,,,TAA1 = gene_modifier + exogenous_supply
High nitrogen condit,,,,High nitrogen condit = gene_modifier + exogenous_supply
ATHB-2,,,,ATHB-2 = gene_modifier + exogenous_supply
OSU1,,,,OSU1 = gene_modifier + exogenous_supply
MEIAA,,,,MEIAA = gene_modifier + exogenous_supply
cytokinin applicatio,,,,cytokinin applicatio = gene_modifier + exogenous_supply
ATBET12,,,,ATBET12 = gene_modifier + exogenous_supply
ATDIL9-7,,,,ATDIL9-7 = gene_modifier + exogenous_supply
antiphase light-temp,,,,antiphase light-temp = gene_modifier + exogenous_supply
ATSIZ1,,,,ATSIZ1 = gene_modifier + exogenous_supply
karrikin signaling,,,,karrikin signaling = gene_modifier + exogenous_supply
loss-of-function of ,,,,loss-of-function of  = gene_modifier + exogenous_supply
HNA,,,,HNA = gene_modifier + exogenous_supply
Cryptochromes,,,,Cryptochromes = gene_modifier + exogenous_supply
JASMONATES,,,,JASMONATES = gene_modifier + exogenous_supply
ATCTL1,,,,ATCTL1 = gene_modifier + exogenous_supply
GH3.17,,,,GH3.17 = gene_modifier + exogenous_supply
SAUR,,,,SAUR = gene_modifier + exogenous_supply
Cell elongation,,,,Cell elongation = gene_modifier + exogenous_supply
ATETR1,,,,ATETR1 = gene_modifier + exogenous_supply
Transition from dark,,,,Transition from dark = gene_modifier + exogenous_supply
HG,,,,HG = gene_modifier + exogenous_supply
BrMYC3-2 expression,,,,BrMYC3-2 expression = gene_modifier + exogenous_supply
hat3 athb4 double lo,,,,hat3 athb4 double lo = gene_modifier + exogenous_supply
ZKT4,,,,ZKT4 = gene_modifier + exogenous_supply
DET1,,,,DET1 = gene_modifier + exogenous_supply
Loss of Desi3a,,,,Loss of Desi3a = gene_modifier + exogenous_supply
MIR163,,,,MIR163 = gene_modifier + exogenous_supply
EOD,,,,EOD = gene_modifier + exogenous_supply
tetrahydro-3-(1-naph,,,,tetrahydro-3-(1-naph = gene_modifier + exogenous_supply
BrMYC4-1 expression,,,,BrMYC4-1 expression = gene_modifier + exogenous_supply
ZKT3,,,,ZKT3 = gene_modifier + exogenous_supply
CSI1,,,,CSI1 = gene_modifier + exogenous_supply
degradation of PIFs,,,,degradation of PIFs = gene_modifier + exogenous_supply
PAS2,,,,PAS2 = gene_modifier + exogenous_supply
BAF1,,,,BAF1 = gene_modifier + exogenous_supply
NJ15,,,,NJ15 = gene_modifier + exogenous_supply
ARF6,,,,ARF6 = gene_modifier + exogenous_supply
mesophyll-localized ,,,,mesophyll-localized  = gene_modifier + exogenous_supply
ZKT18,,,,ZKT18 = gene_modifier + exogenous_supply
IAA1,,,,IAA1 = gene_modifier + exogenous_supply
ARR2,,,,ARR2 = gene_modifier + exogenous_supply
BBX20,,,,BBX20 = gene_modifier + exogenous_supply
ELH,,,,ELH = gene_modifier + exogenous_supply
higher doses of blue,,,,higher doses of blue = gene_modifier + exogenous_supply
NF-YC7,,,,NF-YC7 = gene_modifier + exogenous_supply
photomorphogenesis,,"HID1,CYTOKININ,CYTOKININS,ATUVR8,CRY1,photoreceptor,PHYTOCHROMES,BIN2,SRS5,BBX21,GATA2,treatment with radia,light perception,High levels of cytok,HY5,EFO2,LIGHT,PHYB,MIR396,UV,ATCAM7,PHYS,PIF3,DELLA,cryptochrome photore,GATA4,HFR1,H2B,plastid signals,AHL29,PIF1,SINATS,transcriptional mach,downstream targets,CAL,NO,altered transcriptio,Environmental light ,Splicing factors,BBX31,RRC1,PHYA,CK,BBX20,BBX11,ZMPIF5,BBX23,DRT111,far-red-light-depend,ATCOL3,Phosphorylation of P,EBF1,KAR,ASU1,CRYPTOCHROME,HLH4,GED1,EFO1,26S proteasome,ATDRB1,GATA1,H2A,BOP2,YFP,transcription factor,ZMPIF4,Photoreceptors,Gamma Rays,MOS3,Phytochrome (P),Nitric oxides,BBX22IR,TCP2,AT-PHH1,UB,MUTANTS,RPOD1,light signaling,INHIBITOR,BBX22,monochromatic light,Phosphorylation,PIL1,ATCKS,COP1PIF,R-light","Gibberellin,BHLH,PKL/EPP1,DET1,SPA1,DCP5,COP,COP1,CIN4,E3,ATBBX32,SWELLMAP,SPA,3-bromo-7-nitroindaz,prr9/prr7/prr5 tripl,EIN3,PIF,BBX24,PIF4,Ethylene,FUS,COR28,BRS,PP6,ATSIZ1,AGB1,BBX18,BBX19,REPRESSOR,COR27,COP/DET/FUS,BBX30,ATMYB30,ULT,ATWRKY36,SPA2,PIF1-PIF8,BBX29,DET,SHW1,PIF8,BBX25,AHT1,PKL","photomorphogenesis = (max(HID1, 0.01) * max(CYTOKININ, 0.01) * max(CYTOKININS, 0.01) * max(ATUVR8, 0.01) * max(CRY1, 0.01) * max(photoreceptor, 0.01) * max(PHYTOCHROMES, 0.01) * max(BIN2, 0.01) * max(SRS5, 0.01) * max(BBX21, 0.01) * max(GATA2, 0.01) * max(treatment with radia, 0.01) * max(light perception, 0.01) * max(High levels of cytok, 0.01) * max(HY5, 0.01) * max(EFO2, 0.01) * max(LIGHT, 0.01) * max(PHYB, 0.01) * max(MIR396, 0.01) * max(UV, 0.01) * max(ATCAM7, 0.01) * max(PHYS, 0.01) * max(PIF3, 0.01) * max(DELLA, 0.01) * max(cryptochrome photore, 0.01) * max(GATA4, 0.01) * max(HFR1, 0.01) * max(H2B, 0.01) * max(plastid signals, 0.01) * max(AHL29, 0.01) * max(PIF1, 0.01) * max(SINATS, 0.01) * max(transcriptional mach, 0.01) * max(downstream targets, 0.01) * max(CAL, 0.01) * max(NO, 0.01) * max(altered transcriptio, 0.01) * max(Environmental light , 0.01) * max(Splicing factors, 0.01) * max(BBX31, 0.01) * max(RRC1, 0.01) * max(PHYA, 0.01) * max(CK, 0.01) * max(BBX20, 0.01) * max(BBX11, 0.01) * max(ZMPIF5, 0.01) * max(BBX23, 0.01) * max(DRT111, 0.01) * max(far-red-light-depend, 0.01) * max(ATCOL3, 0.01) * max(Phosphorylation of P, 0.01) * max(EBF1, 0.01) * max(KAR, 0.01) * max(ASU1, 0.01) * max(CRYPTOCHROME, 0.01) * max(HLH4, 0.01) * max(GED1, 0.01) * max(EFO1, 0.01) * max(26S proteasome, 0.01) * max(ATDRB1, 0.01) * max(GATA1, 0.01) * max(H2A, 0.01) * max(BOP2, 0.01) * max(YFP, 0.01) * max(transcription factor, 0.01) * max(ZMPIF4, 0.01) * max(Photoreceptors, 0.01) * max(Gamma Rays, 0.01) * max(MOS3, 0.01) * max(Phytochrome (P), 0.01) * max(Nitric oxides, 0.01) * max(BBX22IR, 0.01) * max(TCP2, 0.01) * max(AT-PHH1, 0.01) * max(UB, 0.01) * max(MUTANTS, 0.01) * max(RPOD1, 0.01) * max(light signaling, 0.01) * max(INHIBITOR, 0.01) * max(BBX22, 0.01) * max(monochromatic light, 0.01) * max(Phosphorylation, 0.01) * max(PIL1, 0.01) * max(ATCKS, 0.01) * max(COP1PIF, 0.01) * max(R-light, 0.01))^(1/86) * min(1/max(Gibberellin * BHLH * PKL/EPP1 * DET1 * SPA1 * DCP5 * COP * COP1 * CIN4 * E3 * ATBBX32 * SWELLMAP * SPA * 3-bromo-7-nitroindaz * prr9/prr7/prr5 tripl * EIN3 * PIF * BBX24 * PIF4 * Ethylene * FUS * COR28 * BRS * PP6 * ATSIZ1 * AGB1 * BBX18 * BBX19 * REPRESSOR * COR27 * COP/DET/FUS * BBX30 * ATMYB30 * ULT * ATWRKY36 * SPA2 * PIF1-PIF8 * BBX29 * DET * SHW1 * PIF8 * BBX25 * AHT1 * PKL, 0.1), 10.0) * gene_modifier + exogenous_supply"
AFB4,,,,AFB4 = gene_modifier + exogenous_supply
ATERF#092,,,,ATERF#092 = gene_modifier + exogenous_supply
ATCSLD3,,,,ATCSLD3 = gene_modifier + exogenous_supply
plastid signals,,,,plastid signals = gene_modifier + exogenous_supply
LRB,,,,LRB = gene_modifier + exogenous_supply
Skotomorphogenesis,,,,Skotomorphogenesis = gene_modifier + exogenous_supply
Silver treatment,,,,Silver treatment = gene_modifier + exogenous_supply
ARF10,,,,ARF10 = gene_modifier + exogenous_supply
dramatic changes in ,,,,dramatic changes in  = gene_modifier + exogenous_supply
BrMYC4-2 expression,,,,BrMYC4-2 expression = gene_modifier + exogenous_supply
ATFIP1[V],,,,ATFIP1[V] = gene_modifier + exogenous_supply
SAUR41,,,,SAUR41 = gene_modifier + exogenous_supply
Overexpressed polyga,,,,Overexpressed polyga = gene_modifier + exogenous_supply
ZKT7,,,,ZKT7 = gene_modifier + exogenous_supply
CKB4,,,,CKB4 = gene_modifier + exogenous_supply
PIP2,,,,PIP2 = gene_modifier + exogenous_supply
UBP13DeltaMATHoe,,,,UBP13DeltaMATHoe = gene_modifier + exogenous_supply
SLR,,,,SLR = gene_modifier + exogenous_supply
ATB BETA BETA,,,,ATB BETA BETA = gene_modifier + exogenous_supply
CCS52A2,,,,CCS52A2 = gene_modifier + exogenous_supply
BZIPS,,,,BZIPS = gene_modifier + exogenous_supply
MAP4K4,,,,MAP4K4 = gene_modifier + exogenous_supply
ATFIP37,,,,ATFIP37 = gene_modifier + exogenous_supply
THREONINE,,,,THREONINE = gene_modifier + exogenous_supply
photochemical activi,,,,photochemical activi = gene_modifier + exogenous_supply
PROPYZAMIDE,,,,PROPYZAMIDE = gene_modifier + exogenous_supply
vhp2;1-1,,,,vhp2;1-1 = gene_modifier + exogenous_supply
PEPRE1,,,,PEPRE1 = gene_modifier + exogenous_supply
Guard cell-localized,,,,Guard cell-localized = gene_modifier + exogenous_supply
AZOMITE,,,,AZOMITE = gene_modifier + exogenous_supply
far-red illumination,,,,far-red illumination = gene_modifier + exogenous_supply
exocyst subunit,,,,exocyst subunit = gene_modifier + exogenous_supply
LTP5,,,,LTP5 = gene_modifier + exogenous_supply
AOD13,,,,AOD13 = gene_modifier + exogenous_supply
PPPIF8,,,,PPPIF8 = gene_modifier + exogenous_supply
CLE44,,,,CLE44 = gene_modifier + exogenous_supply
ATHSP90-7,,,,ATHSP90-7 = gene_modifier + exogenous_supply
THR,,,,THR = gene_modifier + exogenous_supply
BOP,,,,BOP = gene_modifier + exogenous_supply
ATSGT1B,,,,ATSGT1B = gene_modifier + exogenous_supply
Low Fluence Ultravio,,,,Low Fluence Ultravio = gene_modifier + exogenous_supply
IAM,,,,IAM = gene_modifier + exogenous_supply
Treatment of wild-ty,,,,Treatment of wild-ty = gene_modifier + exogenous_supply
Submergence stress,,,,Submergence stress = gene_modifier + exogenous_supply
2% sucrose,,,,2% sucrose = gene_modifier + exogenous_supply
cry mutations,,,,cry mutations = gene_modifier + exogenous_supply
